2147200,IC50,8.34,4.6,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1-c1ccoc1,NMEBVUQSNWLGEQ-UHFFFAOYSA-N,CHEMBL3937829,235,Leukocyte elastase 
2170555,IC50,8.74,1.8,Cc1c(-c2ccc(F)c(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1C(C)C,IOBNXLHGERJNKS-UHFFFAOYSA-N,CHEMBL3961184,235,Leukocyte elastase 
2176721,IC50,8.28,5.3,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cn3c(n2)S(=O)(=O)CC3)cn1C(C)C,QXUCOTMTPHLQTD-UHFFFAOYSA-N,CHEMBL3967350,235,Leukocyte elastase 
2126842,IC50,8.72,1.9,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccco1,DZFDYOQHYLAUBU-UHFFFAOYSA-N,CHEMBL3917471,235,Leukocyte elastase 
1964322,IC50,10.19,0.065,CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1,YAJWYFPMASPAMM-HXUWFJFHSA-N,CHEMBL3617973,235,Leukocyte elastase 
88717,IC50,7.42,38.0,CC(C)C(NC(=O)c1ccc(S(=O)(=O)NC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1)C(=O)N1[C@@H](C(=O)NC(C(=O)C(F)(F)F)C(C)C)C[C@H]2CCCC[C@H]21,NLSJMSHPQIXQDG-LBWOIFQVSA-N,CHEMBL291766,235,Leukocyte elastase 
2158188,IC50,8.51,3.1,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCN,FLBOLTQNQNXGRD-UHFFFAOYSA-N,CHEMBL3948817,235,Leukocyte elastase 
2188036,IC50,7.96,10.9,CC(C)N1CCC(NC(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1,UHZSWBRJPOUPKX-UHFFFAOYSA-N,CHEMBL3978665,235,Leukocyte elastase 
2250544,IC50,8.19,6.4,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@@H]1CCNC1,XSEKWEDTABMRPU-BPNWFJGMSA-N,CHEMBL4111193,235,Leukocyte elastase 
2162433,IC50,7.68,20.7,N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCc2ccc(=O)[nH]c2)cc1,ADQNBSQGFJGWQU-UHFFFAOYSA-N,CHEMBL3953062,235,Leukocyte elastase 
2107879,IC50,8.66,2.2,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccco1,YKSZAOBPOKOEMP-UHFFFAOYSA-N,CHEMBL3898508,235,Leukocyte elastase 
2101247,IC50,8.49,3.2,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1-c1ccoc1,IORVJEHMMGYXIY-UHFFFAOYSA-N,CHEMBL3891876,235,Leukocyte elastase 
2121999,IC50,8.85,1.4,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCOC1,YFFJUPIMCPZJIZ-UHFFFAOYSA-N,CHEMBL3912628,235,Leukocyte elastase 
2247506,IC50,8.72,1.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1CNC(C)(C)C,ZHZGNGJJVGACLT-XMMPIXPASA-N,CHEMBL4108155,235,Leukocyte elastase 
555396,IC50,7.19,64.0,Cc1cccc2nc(-c3cccnc3-n3ccnc3)oc(=O)c12,WIPBFLKTVQUYGG-UHFFFAOYSA-N,CHEMBL554978,235,Leukocyte elastase 
1829872,IC50,6.43,370.0,CCCC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,CPJZBAKYBNKFMF-UHFFFAOYSA-N,CHEMBL3398145,235,Leukocyte elastase 
2166645,IC50,8.41,3.93,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)O,ZXEQLGZUCLFSLT-UHFFFAOYSA-N,CHEMBL3957274,235,Leukocyte elastase 
2117615,IC50,7.90,10.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN(C2CC2)CC1,LNFYNZWJRSRZCE-UHFFFAOYSA-N,CHEMBL3908244,235,Leukocyte elastase 
239313,IC50,7.08,84.0,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(=O)C(F)(F)F,HPPANADHALIDGJ-FLDQDSGZSA-N,CHEMBL262218,235,Leukocyte elastase 
1166230,IC50,6.40,400.0,CCOC(=O)c1nn(C(=O)CC)c2ccccc12,ABEHZLCDNBUVNB-UHFFFAOYSA-N,CHEMBL1808534,235,Leukocyte elastase 
2187311,IC50,8.30,5.0,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cn[nH]c1,JGKRILWFOJPJCY-UHFFFAOYSA-N,CHEMBL3977940,235,Leukocyte elastase 
649115,IC50,7.275,57.1,Cc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1,DQZSVPWWXDDJAX-UHFFFAOYSA-N,CHEMBL1172306,235,Leukocyte elastase 
135663,IC50,6.40,400.0,CO[C@H]1C(=O)N2C(C(=O)OCc3ccc(C(=O)OC(C)(C)C)cc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12,BCCWWJOUFGODOX-AZUAARDMSA-N,CHEMBL314821,235,Leukocyte elastase 
2191016,IC50,8.30,5.0,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccnnc1,BXKGIINAFQXADX-UHFFFAOYSA-N,CHEMBL3981645,235,Leukocyte elastase 
566013,IC50,7.80,16.0,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCOC)CC3)oc(=O)c12,INVSWQCFIQGOMZ-UHFFFAOYSA-N,CHEMBL563439,235,Leukocyte elastase 
1608192,IC50,6.55,280.0,O=C(Oc1cn(-c2ccccc2)c(CSc2nc3ccccc3s2)cc1=O)c1ccccc1,WLQIUKJRTDZFJN-UHFFFAOYSA-N,CHEMBL3093808,235,Leukocyte elastase 
2099422,IC50,8.80,1.6,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCC(F)(F)F,FJJOEIARPVIEIM-UHFFFAOYSA-N,CHEMBL3890051,235,Leukocyte elastase 
2129093,IC50,8.48,5.2,CCS(=O)(=NC#N)c1ccc(CNC(=O)c2cn(C3CC3)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)cc1,WYIULOUGUQFKMH-UHFFFAOYSA-N,CHEMBL3919722,235,Leukocyte elastase 
2192979,IC50,8.96,1.1,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCN(C(C)C)C1,WEMBKQNGKSFOML-UHFFFAOYSA-N,CHEMBL3983608,235,Leukocyte elastase 
2131618,IC50,8.52,3.0,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC(N2CCOCC2)C1,VURUBOZDIVFUNV-UHFFFAOYSA-N,CHEMBL3922247,235,Leukocyte elastase 
560641,IC50,6.77,170.0,Cc1cccc2nc(-c3ccccc3Oc3ccccc3)oc(=O)c12,CUQZYUAABIQJAI-UHFFFAOYSA-N,CHEMBL551405,235,Leukocyte elastase 
2151418,IC50,8.89,1.3,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCc1ccc(C#N)o1,JGZWNUPWKAGWPV-UHFFFAOYSA-N,CHEMBL3942047,235,Leukocyte elastase 
1544635,IC50,7.00,100.0,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(=O)NCc1ccccc1,QCEJIUAKOBMHJA-NWEZCWROSA-N,CHEMBL2370184,235,Leukocyte elastase 
2104187,IC50,8.16,6.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N[C@H]1CCNC1,XSEKWEDTABMRPU-KEJDIYNNSA-N,CHEMBL3894816,235,Leukocyte elastase 
2157370,IC50,9.00,1.0,CCS(=O)(=NC#N)c1ccc(CNC(=O)c2cn(-c3ccnn3C)c(C)c(-c3cccc(C(F)F)c3)c2=O)cc1,UHDHXMQNBRHFQO-UHFFFAOYSA-N,CHEMBL3947999,235,Leukocyte elastase 
1573860,IC50,6.82,150.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Cl)cc12,IDUCREKTCPXWSV-UHFFFAOYSA-N,CHEMBL2409437,235,Leukocyte elastase 
1573879,IC50,7.70,20.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc([N+](=O)[O-])cc12,XCGFGRFEADLGDR-UHFFFAOYSA-N,CHEMBL2409456,235,Leukocyte elastase 
2195340,IC50,8.34,4.6,CC(=O)N1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1,GRZPEQLRODKGBO-UHFFFAOYSA-N,CHEMBL3985969,235,Leukocyte elastase 
565952,IC50,7.55,28.0,CCc1cc(OC)cc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,UJBCRHUPIVHIMI-UHFFFAOYSA-N,CHEMBL558847,235,Leukocyte elastase 
2186911,IC50,8.26,5.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCF,PMRNXEGLGNVWBB-UHFFFAOYSA-N,CHEMBL3977540,235,Leukocyte elastase 
2165279,IC50,8.13,7.4,CN1CCC(NC(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1,BDRNELOFXRPXAK-UHFFFAOYSA-N,CHEMBL3955908,235,Leukocyte elastase 
295928,IC50,7.39,41.0,CCOC(=O)c1c(C)nc(C)c(C(=O)OCC)c1-c1ccc(C(=O)NS(=O)(=O)c2ccc(C(=O)N[C@H](C(=O)N3C4CCC(CC4)[C@@H]3C(=O)NC(C(=O)C(F)(F)F)C(C)C)C(C)C)cc2)cc1,OHCTULZDELJOOU-LHIJAJSBSA-N,CHEMBL435348,235,Leukocyte elastase 
2119171,IC50,8.80,1.6,CN(CCN1CCOCC1)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C,FCGAKPFGKUIFSU-UHFFFAOYSA-N,CHEMBL3909800,235,Leukocyte elastase 
2125344,IC50,8.74,1.5,CCn1cc(C(=O)NCc2ccc(S(=O)(CC)=NC#N)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C,XVRYMSYJRGKUOF-UHFFFAOYSA-N,CHEMBL3915973,235,Leukocyte elastase 
2248430,IC50,8.89,1.3,CC(=O)N[C@@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1,BYQMZYLEICBTNR-ICCFGIFFSA-N,CHEMBL4109079,235,Leukocyte elastase 
1166224,IC50,6.58,260.0,O=C(OCC(F)(F)F)c1nn(C(=O)c2ccccc2)c2ccccc12,VRSNFZZDYDJHIZ-UHFFFAOYSA-N,CHEMBL1808528,235,Leukocyte elastase 
6571,IC50,7.08,84.0,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(OC(=O)C(C)(C)C)c1,PFZPVZOYGCLEJB-UHFFFAOYSA-N,CHEMBL10556,235,Leukocyte elastase 
409815,IC50,6.45,352.0,CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)/C(C)=C/C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](OC)/C(C)=C/C=C/[C@@H]2C)cs1,CUYVVUGLFUIZAZ-YYRKZZGWSA-N,CHEMBL241106,235,Leukocyte elastase 
2195575,IC50,8.54,2.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C(=O)N1CCOCC1,RCAFENOUABRSKR-UHFFFAOYSA-N,CHEMBL3986204,235,Leukocyte elastase 
1573882,IC50,6.48,330.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(N)cc12,HYOFMDFLTMVLET-UHFFFAOYSA-N,CHEMBL2409459,235,Leukocyte elastase 
2497262,IC50,7.01,97.0,N#Cc1cn(C(=O)C2CC2)c2ccncc12,CHDVBAXRBNEPRE-UHFFFAOYSA-N,CHEMBL4749925,235,Leukocyte elastase 
210999,IC50,7.13,74.0,C=CC[C@@H]1C(=O)O[C@H]2CCN(C(=O)OCc3ccccc3)C21,AIOPERPCMDNFTR-ZYOSVBKOSA-N,CHEMBL125796,235,Leukocyte elastase 
1829882,IC50,6.32,480.0,CCOC(=O)c1ccccc1NC(=O)c1ccc(OC(=O)C(C)(C)C)cc1,JYAHPCRLRYMRKZ-UHFFFAOYSA-N,CHEMBL3398155,235,Leukocyte elastase 
2184594,IC50,8.55,2.8,Cc1noc(-c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)n1,ZYSMUTBTFSIQSA-UHFFFAOYSA-N,CHEMBL3975223,235,Leukocyte elastase 
254646,IC50,6.55,280.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)N[C@H](C)C(=O)O)C(C)C)C(=O)c1nc2ccccc2o1,GIHYLUXSZZSGKM-LQJIQPLVSA-N,CHEMBL345764,235,Leukocyte elastase 
394996,IC50,6.17,680.0,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CHEMBL231813,235,Leukocyte elastase 
253999,IC50,6.64,230.0,CC(C)[C@H](NC(=O)[C@H]1CCCN1C(=O)COc1ccc(OCC(=O)O)cc1)C(=O)c1nc2c(OC(=O)C(C)(C)C)cccc2o1,PVAOFNKIYLGCEQ-RLWLMLJZSA-N,CHEMBL346381,235,Leukocyte elastase 
2116710,IC50,8.19,6.5,CN(CC1CCOC1)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,PBKMNQLXDUTFJZ-UHFFFAOYSA-N,CHEMBL3907339,235,Leukocyte elastase 
2030303,IC50,6.96,110.0,CC/C(=N\O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,MPZVBZOUJBIZJW-HEHNFIMWSA-N,CHEMBL3697033,235,Leukocyte elastase 
6547,IC50,6.22,600.0,CCCCCCCCCCCCC(C)(C)C(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1,VNMKYQKQAZZFTN-UHFFFAOYSA-N,CHEMBL10341,235,Leukocyte elastase 
1573999,IC50,7.92,12.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CC3)cc12,ADRQRUHQDUYTFF-UHFFFAOYSA-N,CHEMBL2409575,235,Leukocyte elastase 
2316894,IC50,6.19,640.0,CCOC(=O)c1cn(C(=O)c2ccc(C)cc2)c2ncccc12,FEHODDOJSIDODJ-UHFFFAOYSA-N,CHEMBL4277443,235,Leukocyte elastase 
2152452,IC50,8.05,9.0,COC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,DSASFHMGYKJGEZ-INIZCTEOSA-N,CHEMBL3943081,235,Leukocyte elastase 
2505906,IC50,6.85,140.0,N#Cc1nn(C(=O)C2CCCC2)c2ncccc12,ZHNDEHINXWOPBG-UHFFFAOYSA-N,CHEMBL4758569,235,Leukocyte elastase 
2143712,IC50,8.70,2.0,CN(Cc1cnn(C)c1)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O,CUMWUHHORVMRMF-UHFFFAOYSA-N,CHEMBL3934341,235,Leukocyte elastase 
2103043,IC50,8.38,4.2,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cncn1C,PMTDEWURLOCXON-UHFFFAOYSA-N,CHEMBL3893672,235,Leukocyte elastase 
558865,IC50,6.68,210.0,COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,ANHCGSOKACUTKJ-UHFFFAOYSA-N,CHEMBL561591,235,Leukocyte elastase 
2159390,IC50,8.82,1.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C1=COCC1,KFJFFINXUGWPOR-UHFFFAOYSA-N,CHEMBL3950019,235,Leukocyte elastase 
2152215,IC50,7.72,19.0,Cc1c(-c2ccc(F)c(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C,UKSAXRUPNMEZSA-UHFFFAOYSA-N,CHEMBL3942844,235,Leukocyte elastase 
1542087,IC50,8.70,2.0,C=CC[C@H]1C(=O)N(C(=O)OCC)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21,VZFPSZPDASAREK-IXDOHACOSA-N,CHEMBL2367636,235,Leukocyte elastase 
592117,IC50,8.18,6.6,COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(C)C)C(C)C,MUEIHMGFQGXGLO-YSSFQJQWSA-N,CHEMBL596517,235,Leukocyte elastase 
649116,IC50,7.605,40.0,COc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1,JUUQBMMWWLBTLH-UHFFFAOYSA-N,CHEMBL1172307,235,Leukocyte elastase 
2246328,IC50,7.50,32.0,COC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,DSASFHMGYKJGEZ-MRXNPFEDSA-N,CHEMBL4106977,235,Leukocyte elastase 
2123442,IC50,8.52,3.0,CCNC(=O)c1cc(C#N)ccc1C1C(C(=O)OCC)=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N1C,QMPXYNDMVSLBHO-UHFFFAOYSA-N,CHEMBL3914071,235,Leukocyte elastase 
2454393,IC50,6.17,680.0,CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)P(=O)(Oc1ccccc1)Oc1ccccc1,KAOFRGOIKKCOFS-VEPNZUSMSA-N,CHEMBL4583962,235,Leukocyte elastase 
506604,IC50,6.77,170.0,N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,FVCXUKFQJFQVFK-VVARSMMGSA-N,CHEMBL515494,235,Leukocyte elastase 
1150944,IC50,6.08,830.0,CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)C/C=C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](OC)/C(C)=C/C=C/[C@@H]2C)cs1,WRJITTKUXGEQBF-KJKBHKFMSA-N,CHEMBL1784269,235,Leukocyte elastase 
1573859,IC50,6.66,220.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(C)cc12,DBHMMUFDNPKKHB-UHFFFAOYSA-N,CHEMBL2409436,235,Leukocyte elastase 
2137284,IC50,8.803333333333333333333333333,1.2,CCn1cc(C(=O)NCc2ccc(S(=O)(CC)=NC#N)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,BSQBAKAINSQNBD-UHFFFAOYSA-N,CHEMBL3927913,235,Leukocyte elastase 
2109757,IC50,7.54,28.6,Cc1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2,PONZWESKVGBNCJ-UHFFFAOYSA-N,CHEMBL3900386,235,Leukocyte elastase 
2500652,IC50,7.10,79.0,N#Cc1nn(C(=O)C2CC2)c2ccncc12,DHYXAKZNFKQCOW-UHFFFAOYSA-N,CHEMBL4753315,235,Leukocyte elastase 
2105302,IC50,8.47,3.4,Cc1cc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)ccc1S(C)(=O)=NC#N,IEAHGQDTTUUJDU-UHFFFAOYSA-N,CHEMBL3895931,235,Leukocyte elastase 
1975379,IC50,7.50,32.0,N#Cc1ccc([C@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)NN(Cc2ccccc2F)C3)cc1,PZJBJICBUJRZED-XMMPIXPASA-N,CHEMBL3642659,235,Leukocyte elastase 
2144716,IC50,8.15,7.1,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCn2cncc2C1,URHVQMYOTIGKTH-UHFFFAOYSA-N,CHEMBL3935345,235,Leukocyte elastase 
2529928,IC50,7.30,50.0,O=C(C1CC1)n1nc(C(F)(F)F)c2cccnc21,JLZUSKDQWVLIBJ-UHFFFAOYSA-N,CHEMBL4793337,235,Leukocyte elastase 
2154361,IC50,8.48,3.3,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1cccnc1,UVZRPZPEEVFDQN-UHFFFAOYSA-N,CHEMBL3944990,235,Leukocyte elastase 
2111054,IC50,8.21,6.1,CC(C)(O)CNC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,LMRWERDWYIJRON-UHFFFAOYSA-N,CHEMBL3901683,235,Leukocyte elastase 
2194383,IC50,8.31,4.9,CNC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,LKSXZZIKTDPGIH-UHFFFAOYSA-N,CHEMBL3985012,235,Leukocyte elastase 
6633,IC50,6.10,800.0,C=CCc1cc(C(=O)c2ccccc2)ccc1OC(=O)C(C)(C)C,ZGXOOIKEDLIYQX-UHFFFAOYSA-N,CHEMBL417974,235,Leukocyte elastase 
2170166,IC50,6.97,106.0,CS(=O)(=O)c1cc(C#N)ccc1[C@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC1COC1,GDDCVCMWXCUCIC-DEOSSOPVSA-N,CHEMBL3960795,235,Leukocyte elastase 
1166209,IC50,7.05,89.0,COC(=O)c1nn(C(=O)c2ccccc2)c2ccccc12,XZZBNNQOCGAOGE-UHFFFAOYSA-N,CHEMBL1808513,235,Leukocyte elastase 
558839,IC50,7.13,74.0,Cc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,LHSFZFBHRNZRTA-UHFFFAOYSA-N,CHEMBL560589,235,Leukocyte elastase 
2116759,IC50,8.72,1.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccno1,WBTHFPDYOATSQZ-UHFFFAOYSA-N,CHEMBL3907388,235,Leukocyte elastase 
2331058,IC50,7.82,15.0,Cc1cccc(C(=O)n2cc(C#N)c3cccnc32)c1,FQKMMVURBHGPMH-UHFFFAOYSA-N,CHEMBL4291610,235,Leukocyte elastase 
2496743,IC50,7.47,34.0,N#Cc1nn(C(=O)C2CC2)c2ncccc12,MGKKFWLRRFTHSG-UHFFFAOYSA-N,CHEMBL4749406,235,Leukocyte elastase 
264134,IC50,6.86,138.0,CC(C)C(NC(=O)CN(Cc1ccco1)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F,VDKJYEIAMZITMG-GEVKEYJPSA-N,CHEMBL422356,235,Leukocyte elastase 
2099475,IC50,7.55,28.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cn3ccccc3n2)cn1C(C)C,FSICGUDGFWDIPS-UHFFFAOYSA-N,CHEMBL3890104,235,Leukocyte elastase 
2127052,IC50,7.42,37.7,CS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cn1,NZHATZMBMCEIPN-UHFFFAOYSA-N,CHEMBL3917681,235,Leukocyte elastase 
2101018,IC50,8.82,1.5,Cn1cncc1CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,MQMKCDMBFIXYPC-UHFFFAOYSA-N,CHEMBL3891647,235,Leukocyte elastase 
2140350,IC50,8.52,3.0,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC,BWMJDGPVTOSCCV-UHFFFAOYSA-N,CHEMBL3930979,235,Leukocyte elastase 
592098,IC50,7.64,23.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(C)(C)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,QMODZZOBGZLJRU-IGKWTDBASA-N,CHEMBL594720,235,Leukocyte elastase 
2122015,IC50,7.64,23.1,CN1CCCC1CNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,ULPGCNQDVBBLAI-UHFFFAOYSA-N,CHEMBL3912644,235,Leukocyte elastase 
2254385,IC50,8.54,2.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1C(=O)N1CCOCC1,TVRDNSTUHBBOAU-XMMPIXPASA-N,CHEMBL4115034,235,Leukocyte elastase 
2131993,IC50,7.35,45.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(cnn3C)c2)cn1C(C)C,VOCKBYWTXINHIB-UHFFFAOYSA-N,CHEMBL3922622,235,Leukocyte elastase 
